ma,year,R_squared,SYNCH,BIG4,VOL,SIZE,LEV,S_ROA,M/B,INDN,INDS,Lamda,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Industry_Congnghethongtin,Industry_Daukhi,Industry_Dichvutieudung,Industry_Duocphamvayte,Industry_Hangtieudung,Industry_Nguyenvatlieu,Industry_Taichinh,Industry_Tienichcongdong,Industry_Vienthong
PPP,2021,0.040827117,-3.156724831,0,0.740808104,11.19320821,0.252815296,0.025332143,1.02656145,2.890371758,30.85953782,0.615449458,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
PPS,2019,0.004488089,-5.401830106,1,0,11.67513443,0.609498863,0.001129326,0.754774948,2.079441542,29.53637769,0.683441523,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PPS,2020,0.054188703,-2.859570627,0,0.034690034,11.6828604,0.602768704,0.01388304,1.018898095,2.079441542,29.83487336,0.688761589,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PPS,2023,0.031120287,-3.438280531,0,0.039028872,11.42477142,0.291375302,0.018809023,0.835781685,2.079441542,30.18421323,0.67811062,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PPS,2022,0.030280888,-3.466489714,0,0.066629727,11.64938871,0.575613613,0.017019701,0.847861433,2.079441542,30.23027072,0.681867275,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PPS,2016,0.009111655,-4.689047467,1,0.114807586,12.49317352,0.937851359,0.000410954,0.697796219,1.945910149,29.71442933,0.651221938,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PPS,2017,0.031252444,-3.433906461,1,0.135261769,12.4857654,0.936657619,0.000541096,0.541663425,1.945910149,29.74393382,0.671672547,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PPS,2021,0.16638921,-1.611436933,0,0.563376207,11.63413475,0.564418804,0.015555329,0.855600756,2.079441542,30.30093689,0.682003468,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PPS,2018,0.026581631,-3.60059357,1,,12.47548737,0.937291831,0.001219326,0.512223782,2.079441542,29.77406149,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PPT,2023,0.081262635,-2.425313976,0,0.541589312,11.68660496,0.630533422,0.005644909,1.070188481,2.833213344,,0.634470882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PPT,2022,0.143775755,-1.784277484,0,0.76246748,11.51798698,0.50085491,0.006497692,1.641156435,2.833213344,,0.647784104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PPY,2016,0.011099428,-4.489700186,0,0.00090554,11.27531848,0.389442044,0.010060205,1.746914567,2.63905733,31.86793256,0.636347179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PPY,2019,0.012778013,-4.347168974,0,0.00137618,11.3464189,0.418924194,0.022925375,0.958002796,2.833213344,31.98900664,0.652039167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PPY,2020,0.015322543,-4.162988979,0,0.004168181,11.34716424,0.412916178,0.029489742,1.098024704,2.833213344,32.0172407,0.669204227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PPY,2017,0.00740798,-4.897761928,0,0.009326247,11.3518066,0.50458521,0.030003801,1.390943526,2.708050201,31.96171991,0.657081601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PPY,2018,0.016913124,-4.062607588,0,0.034035359,11.31076791,0.412930713,0.025718514,1.50970682,2.833213344,31.99055955,0.659807164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PPY,2023,0.017892932,-4.005294571,0,0.06767722,11.59865906,0.607715436,0.030182946,0.588162619,2.833213344,32.3180592,0.619806485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PPY,2021,0.015102058,-4.177707005,0,0.100143677,11.41566159,0.471690895,0.027717592,0.496809852,2.833213344,32.22004035,0.657104341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PPY,2022,0.076258627,-2.494301584,0,0.176553968,11.48411232,0.47391882,0.025681036,0.425294133,2.833213344,32.2642951,0.622163618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PRC,2018,0.010988057,-4.499897443,0,0.001237442,10.80843067,0.563488999,0.016801255,0.448688237,2.772588722,29.78447329,0.660849054,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRC,2020,0.007139526,-4.934943739,0,0.007393661,10.77771566,0.532509059,0.016572402,0.685192136,2.772588722,29.76505763,0.692245477,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PRC,2017,0.001247957,-6.684998677,0,0.007667528,10.81349326,0.536785699,0.00561877,0.465684617,2.772588722,29.7636042,0.685531047,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRC,2019,0.011623728,-4.443014977,0,0.01700347,10.79893174,0.54057144,0.015090102,0.331987326,2.772588722,29.73976857,0.686620412,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PRC,2021,0.082160107,-2.413353105,0,0.053266507,10.77465448,0.516890405,0.015183891,1.443966774,2.772588722,29.91554376,0.679985314,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PRC,2022,0.006554232,-5.021068499,0,0.100033477,11.02444041,0.268365464,0.20478759,0.744196932,2.772588722,29.85006428,0.681146306,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PRC,2016,0.04565231,-3.039973859,0,0.360363625,10.86425348,0.589992706,0.007936132,0.680119306,2.708050201,29.71416779,0.664669414,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRC,2023,0.039067461,-3.202614297,0,1.305949517,10.75507741,0.386347486,0.194219594,0.680528796,2.772588722,29.98374168,0.682943119,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PSC,2018,0.019559663,-3.914532368,0,0.002086401,11.43908386,0.54802892,0.00173328,1.037506954,2.772588722,29.78447329,0.572936776,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSC,2019,0.063897138,-2.684450796,0,0.00897344,11.45634699,0.557972662,0.00200419,0.911289485,2.772588722,29.73976857,0.677269111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PSC,2021,0.035787572,-3.293710948,0,0.01063883,11.41363261,0.534962275,0.011747504,0.836256946,2.772588722,29.91554376,0.679024061,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PSC,2020,0.021978633,-3.795460756,0,0.014261859,11.45774607,0.565882525,0.00688205,0.838199041,2.772588722,29.76505763,0.687297271,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PSC,2022,0.008868646,-4.716324881,0,0.014469725,11.39064435,0.518805016,0.014974022,0.724292553,2.772588722,29.85006428,0.674663361,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PSC,2023,0.002709722,-5.908195684,0,0.027397389,11.37308193,0.489567783,0.014891982,0.681110132,2.772588722,29.98374168,0.675220752,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PSC,2017,0.032612767,-3.38989503,0,0.035290106,11.40532274,0.518264441,0.001751219,0.793477881,2.772588722,29.7636042,0.679064956,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSC,2016,0.010251704,-4.570006749,0,0.212202798,11.38123884,0.496842757,0.002349012,0.832756372,2.708050201,29.71416779,0.657915217,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSD,2019,0.007885835,-4.834770081,1,0.020683901,12.29074316,0.826173257,0.002267651,1.518245535,2.197224577,31.72157279,0.593134445,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PSD,2018,0.008313484,-4.781528239,1,0.030410986,12.34027364,0.8561242,0.001751513,1.039531135,2.197224577,31.44300018,0.632823399,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PSD,2017,0.001069954,-6.839069029,1,0.091889449,12.39271396,0.881471498,0.001973157,1.085350708,1.945910149,31.16469119,0.585720071,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PSD,2020,0.023775892,-3.715020047,1,0.171049169,12.38389441,0.855170095,0.002035325,2.643301938,2.197224577,31.80969652,0.550068578,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PSD,2023,0.103313928,-2.160933626,1,0.249155191,12.49372268,0.824415082,0.01140352,1.20270022,2.197224577,32.18893907,0.576674926,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PSD,2022,0.325555772,-0.728355197,1,0.262099142,12.5354019,0.851043405,0.011376074,1.069288151,2.197224577,32.09915411,0.545119315,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
PSD,2016,0.038042937,-3.230254361,1,0.436112095,12.41849167,0.906202355,0.002741346,1.518011377,1.791759469,30.87294806,0.567256928,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PSD,2021,0.129098821,-1.908950345,1,0.710603619,12.41273156,0.833852212,0.011995412,1.213710992,2.197224577,32.1679743,0.543830559,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PSE,2018,0.038367116,-3.221432017,1,0,11.54519443,0.550479546,0.024927884,0.546783269,3.044522438,31.54911059,0.667321387,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSE,2020,0.015161287,-4.173732623,1,0.003176258,11.39916983,0.382057158,0.025867412,1.21027243,3.044522438,31.46395399,0.662786651,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PSE,2019,0.037851313,-3.235503321,1,0.008315454,11.3910042,0.365020966,0.027280391,0.576074862,3.044522438,31.50748267,0.656871508,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PSE,2016,0.026212688,-3.614949338,1,0.016974889,11.35124124,0.289578485,0.003377459,0.775868033,2.995732274,31.40634353,0.628111556,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSE,2017,0.015664318,-4.140581603,1,0.027417416,11.31971737,0.228592111,0.020513163,0.589823623,3.044522438,31.44778583,0.652445146,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSE,2023,0.09834838,-2.215712141,1,0.17635838,11.44893942,0.408741634,0.04973567,0.751957496,3.044522438,31.84631007,0.637098863,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PSE,2022,0.368986066,-0.536569061,1,0.464816581,11.49729493,0.442110474,0.051303396,0.720092436,3.044522438,31.87592201,0.627730221,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PSE,2021,0.058643341,-2.775848058,1,0.48900226,11.51103479,0.415710374,0.055118971,0.831031703,3.044522438,31.66593332,0.637214372,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PSH,2020,0.029808661,-3.482694307,0,0.256876842,12.97835803,0.835037914,0.009227838,1.760962948,2.833213344,,0.594038012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PSH,2021,0.100993812,-2.186230668,0,1.590827734,12.99353713,0.81033426,0.01212595,0.329565754,2.833213344,,0.601903267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PSH,2022,0.345603353,-0.638421924,0,1.720308691,13.00360263,0.846864196,0.018273361,0.66444563,2.833213344,,0.604516697,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PSH,2023,0.187475242,-1.466499591,0,2.952748872,13.0410773,0.855215997,0.016991547,0.599476529,2.833213344,,0.594172093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PSW,2017,0.031766838,-3.41705001,1,0.002779106,11.53757277,0.386608114,0.035433259,0.530495938,3.044522438,31.44778583,0.655711269,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSW,2016,0.010433205,-4.552273782,1,0.008258702,11.41413704,0.176303172,0.000382428,0.715792265,2.995732274,31.40634353,0.625821798,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSW,2018,0.00859722,-4.747681993,1,0.018820148,11.44872572,0.276724445,0.034809431,0.560394948,3.044522438,31.54911059,0.660288978,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSW,2019,0.029563205,-3.491215775,1,0.021017595,11.38302736,0.18104511,0.035338942,0.850739843,3.044522438,31.50748267,0.654287449,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PSW,2023,0.183410993,-1.493406418,1,0.44849858,11.45447162,0.29075805,0.057727034,0.664982133,3.044522438,31.84631007,0.634197687,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PSW,2021,0.055217398,-2.83967677,1,0.666872536,11.55255866,0.340021361,0.060789696,0.57736489,3.044522438,31.66593332,0.645000154,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PSW,2022,0.44214399,-0.232465284,1,0.796371984,11.45591579,0.245333525,0.057827165,0.622881111,3.044522438,31.87592201,0.629924818,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PSW,2020,0.015517177,-4.150168853,1,4.16E-11,11.37880628,0.180595241,0.032759596,1.387599532,3.044522438,31.46395399,0.660017814,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PTB,2018,0.160102042,-1.657469034,0,0.441807125,12.53138208,0.511392612,0.018758641,1.986821922,1.791759469,30.72472302,0.580054018,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTB,2016,0.078862369,-2.457905288,0,0.47058163,12.25780335,0.560202704,0.018260636,3.716456833,1.609437912,30.22038728,0.583354548,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTB,2019,0.050713162,-2.929525524,0,0.646096213,12.63635692,0.573655038,0.023841345,1.6695617,1.791759469,30.72251816,0.59157914,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PTB,2017,0.057925219,-2.788931802,0,0.757406501,12.41186016,0.575241266,0.0130961,1.385266685,1.791759469,30.70909614,0.620961508,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTB,2022,0.370207741,-0.531325706,0,0.835369907,12.71919019,0.472870649,0.033658378,0.980685589,1.791759469,30.64690529,0.571721843,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PTB,2021,0.187743775,-1.464737707,0,0.92010608,12.73487007,0.559788707,0.033483827,0.913754904,1.791759469,30.71510097,0.579951939,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PTB,2020,0.496954507,-0.012182124,0,0.956448983,12.67886034,0.583006593,0.034079183,2.490244081,1.791759469,30.71304319,0.594391242,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PTB,2023,0.186386892,-1.473660377,0,1.418345271,12.72129743,0.472485572,0.040129855,1.494635414,1.791759469,30.60626545,0.590256416,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PTC,2019,0.00868196,-4.737788073,0,0.060288247,11.47163575,0.194927732,0.093878364,0.55473965,4.317488114,32.91248804,0.682803718,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PTC,2020,0.024957877,-3.665291176,0,0.085725147,11.48347058,0.137001451,0.110581493,2.500833043,4.317488114,32.999352,0.678297445,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PTC,2021,0.012804765,-4.345050438,0,0.124364192,11.74627614,0.377567736,0.105944924,0.272828659,4.317488114,33.13744095,0.686202659,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PTC,2023,0.179406025,-1.520376905,0,0.501375539,12.06303599,0.548612582,0.10070463,0.374516471,4.317488114,33.30491724,0.686016488,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PTC,2018,0.056595208,-2.813571135,0,0.597308458,11.68262768,0.64535446,0.057402468,0.652440552,4.304065093,32.64948284,0.694757676,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTC,2017,0.038910915,-3.206792292,0,0.934674938,11.77313497,0.605786128,0.026746825,0.475766747,4.276666119,32.57285203,0.685854099,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTC,2016,0.019630353,-3.910852706,0,1.430299116,11.7870347,0.622575349,0.037819238,0.506977295,4.189654742,32.33691014,0.663361648,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTC,2022,0.352735955,-0.607034543,0,2.801178886,12.08337934,0.580840907,0.106892773,0.353685734,4.317488114,33.21632551,0.71064673,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PTD,2019,0.005658847,-5.168860148,0,0.000300315,11.50264615,0.801308389,0.036154363,0.602380984,4.317488114,32.91248804,0.67941845,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PTD,2020,0.015266166,-4.166732376,0,0.009944348,11.29338431,0.690212487,0.032803027,0.788484234,4.317488114,32.999352,0.689926514,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PTD,2022,0.013955658,-4.257816329,0,0.011389885,11.44338975,0.79887744,0.029400404,1.197969396,4.317488114,33.21632551,0.680318099,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PTD,2017,0.012989735,-4.33052103,0,0.020275717,11.46004593,0.769290524,0.039770079,0.865587786,4.276666119,32.57285203,0.678058051,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTD,2023,0.027114555,-3.580195654,0,0.027554131,11.38040627,0.770488361,0.027895719,0.429705306,4.317488114,33.30491724,0.683766955,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PTD,2016,0.004244702,-5.457829865,0,0.039549376,11.40327851,0.712789068,0.019691494,0.726364226,4.189654742,32.33691014,0.659509291,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTD,2021,0.008318855,-4.780876997,0,0.261551248,11.28008141,0.686415468,0.029945394,1.119077643,4.317488114,33.13744095,0.681447422,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PTD,2018,0.030502525,-3.458968417,0,4.16E-07,11.54858405,0.819726671,0.039283622,0.813110294,4.304065093,32.64948284,0.616776087,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL,2018,0.035019029,-3.316216773,1,0.038500631,12.06911148,0.315682079,0.019747961,0.462385833,4.17438727,34.3131777,0.63150123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PTL,2020,0.009924391,-4.602785866,0,0.54041728,12.0602514,0.362308954,0.016905655,1.651671394,4.234106505,34.71480462,0.621839758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PTL,2017,0.01336601,-4.301584194,1,0.553753171,12.16273188,0.35082215,0.024178639,0.280640471,4.060443011,33.93629167,0.65177816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PTL,2022,0.313462343,-0.783981842,0,1.045816777,11.80520988,0.243868818,0.046185495,0.828424564,4.234106505,35.06242625,0.648008683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
PTL,2023,0.251614088,-1.090022251,0,1.07164445,11.8094699,0.245233972,0.043840467,0.838258414,4.234106505,35.16238338,0.617808143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
PTL,2021,0.04528802,-3.048367171,0,1.590757011,12.08099436,0.368746696,0.019358908,0.43382634,4.234106505,34.81663746,0.620638958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PTL,2019,0.008220736,-4.792840785,1,2.089556019,12.05342379,0.354016984,0.018086365,0.907545985,4.234106505,34.59463017,0.618392477,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PTL,2016,0.061362036,-2.727638509,1,,12.22448317,0.398005808,0.001601815,0.396263908,3.931825633,33.647854,0.597771336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PTS,2018,0.010711202,-4.525696204,0,0.013562414,11.53065224,0.735881508,0.005272566,0.298187486,2.772588722,29.78447329,0.672239351,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTS,2016,0.002861437,-5.853565828,0,0.103054742,11.25702694,0.513244405,0.002695727,0.379762947,2.708050201,29.71416779,0.664016862,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTS,2017,0.015503443,-4.151068291,0,0.134319126,11.24942431,0.498279981,0.002116658,0.424934902,2.772588722,29.7636042,0.68369138,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTS,2019,0.027985013,-3.54770212,0,0.13971392,11.48415031,0.704209876,0.006801558,0.537136296,2.772588722,29.73976857,0.683984887,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PTS,2023,0.056753,-2.810619666,0,0.177322065,11.411448,0.630212908,0.011711118,0.472916539,2.772588722,29.98374168,0.682892259,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PTS,2022,0.137342125,-1.837543098,0,0.482926269,11.42316997,0.619648842,0.008127628,0.436487297,2.772588722,29.85006428,0.682292924,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PTS,2020,0.044091811,-3.076387786,0,0.488771407,11.45797091,0.678986549,0.006095019,0.700911316,2.772588722,29.76505763,0.690641053,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PTS,2021,0.199080268,-1.392052631,0,1.055249484,11.42790009,0.633257562,0.008311343,0.566810603,2.772588722,29.91554376,0.682497545,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PV2,2020,0.051519239,-2.912906188,0,0.049980046,11.50528092,0.261193291,0.096091473,1.184513786,4.234106505,34.71480462,0.625283356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PV2,2019,0.008045249,-4.814595704,0,0.112641305,11.44994311,0.16377903,0.107270463,0.570596288,4.234106505,34.59463017,0.618220158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PV2,2017,0.008057042,-4.813119121,0,0.76331366,11.351332,0.082539489,0.120730874,0.561995606,4.060443011,33.93629167,0.617596387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PV2,2018,0.029718353,-3.485821588,0,1.206724382,11.38529334,0.08206187,0.117914301,0.519452154,4.17438727,34.3131777,0.593046876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PV2,2016,0.053024494,-2.882519275,0,1.221346387,11.31760928,0.032023598,0.139994146,0.501395375,3.931825633,33.647854,0.625264301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PV2,2023,0.120567449,-1.987067535,0,1.272622375,11.60246543,0.388602685,0.076833255,0.427227972,4.234106505,35.16238338,0.623141466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
PV2,2022,0.428507747,-0.28794211,0,1.287995039,11.59286586,0.396804663,0.081549294,0.332036684,4.234106505,35.06242625,0.654291832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
PV2,2021,0.113515199,-2.055327237,0,3.176297118,11.58111379,0.368423722,0.088047578,0.310299449,4.234106505,34.81663746,0.623648804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PVB,2018,0.538536949,0.15445412,1,0.068330295,11.66958545,0.086027302,0.104239404,0.885060768,1.386294361,31.47087562,0.405352071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVB,2021,0.659024618,0.658950611,1,0.488542383,11.65554454,0.160793033,0.077633273,0.716820868,1.386294361,31.50003872,0.462119622,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PVB,2016,0.37223926,-0.522622287,1,1.198599067,11.64724841,0.216585365,0.152147137,1.360372152,1.386294361,31.5651249,0.467069877,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVB,2017,0.188406142,-1.460400078,1,1.687943038,11.64162056,0.077944355,0.127655618,0.887532173,1.386294361,31.52803519,0.459635989,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVB,2020,0.544427995,0.17818191,1,2.019687762,11.76913746,0.300449936,0.081945676,0.961498336,1.386294361,31.53090436,0.460719834,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PVB,2019,0.395649553,-0.423625387,1,2.120443241,11.93264036,0.48022335,0.090337225,1.033656379,1.386294361,31.53922373,0.45904618,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PVB,2022,0.630065997,0.532499951,1,2.378689578,11.60209642,0.084794727,0.077069953,1.197663493,1.386294361,31.52841065,0.489806334,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
PVB,2023,0.524509699,0.098117437,1,3.945740587,11.69722661,0.258214141,0.072821875,1.251302541,1.386294361,31.56321716,0.456825639,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
PVC,2017,0.36820441,-0.539927661,1,-5.596705354,12.33239091,0.559898185,0.067369183,0.317086088,1.386294361,31.52803519,0.42010663,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVC,2020,0.549943532,0.200442546,1,0.021967878,12.22363584,0.507809819,0.043765544,0.910526274,1.386294361,31.53090436,0.44030484,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PVC,2019,0.213195809,-1.305768379,1,0.473100885,12.24913866,0.507523437,0.048533012,0.526300282,1.386294361,31.53922373,0.433006616,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PVC,2021,0.636641988,0.560818861,1,1.545293383,12.25785765,0.557375255,0.040137006,0.923290533,1.386294361,31.50003872,0.424256718,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PVC,2018,0.46603451,-0.136071525,1,1.884042175,12.29184267,0.535739559,0.055946155,0.368502517,1.386294361,31.47087562,0.392957593,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVC,2022,0.797914731,1.373312008,1,3.102439863,12.35132142,0.62884059,0.03724972,0.869873529,1.386294361,31.52841065,0.422921429,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
PVC,2023,0.741190433,1.05216506,1,3.139368653,12.39305558,0.575362128,0.034862427,1.021000693,1.386294361,31.56321716,0.417274343,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
PVC,2016,0.579653015,0.321349149,1,3.548376735,12.29855595,0.483520035,0.088640899,0.647458923,1.386294361,31.5651249,0.427647746,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVD,2021,0.883857383,2.029476823,0,-2.054800973,13.3172525,0.333777488,0.024527954,0.608017176,1.386294361,31.50003872,0.40646146,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PVD,2016,0.890793515,2.098872212,0,0.488275731,13.36441416,0.417725802,0.045778479,0.787840931,1.386294361,31.5651249,0.372419323,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVD,2019,0.870183549,1.902582627,0,1.126571765,13.31997435,0.331387893,0.028676371,0.644308778,1.386294361,31.53922373,0.400879365,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PVD,2017,0.822435068,1.532933177,0,1.38410228,13.3388042,0.382470135,0.038397118,0.433818584,1.386294361,31.52803519,0.409429871,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVD,2018,0.852876656,1.757343627,0,1.506377401,13.32229814,0.340587549,0.032437199,0.404015518,1.386294361,31.47087562,0.374075886,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVD,2023,0.916531434,2.396126257,0,1.798901678,13.3351137,0.311317798,0.022811626,1.028714787,1.386294361,31.56321716,0.38143392,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
